"ID","time","PRED","WT"
1,0,20,30
1,0.1,19.7892442240269,30
1,0.2,19.5807099496715,30
1,0.3,19.374372763666,30
1,0.4,19.1702099307471,30
1,0.5,18.9681985225554,30
1,0.6,18.7683158613174,30
1,0.7,18.5705395143322,30
1,0.8,18.374847286291,30
1,0.9,18.1812172105198,30
1,1,17.9896275779238,30
1,1.1,17.8000568749555,30
1,1.2,17.6124838261832,30
1,1.3,17.4268873806902,30
1,1.4,17.2432467088367,30
1,1.5,17.0615412010867,30
1,1.6,16.8817504551574,30
1,1.7,16.703854291923,30
1,1.8,16.5278327505634,30
1,1.9,16.3536660834661,30
1,2,16.1813347535723,30
1,2.1,16.010819431444,30
1,2.2,15.842100978691,30
1,2.3,15.6751604564202,30
1,2.4,15.5099791277304,30
1,2.5,15.3465384496182,30
1,2.6,15.1848200700292,30
1,2.7,15.0248058249105,30
1,2.8,14.866477758017,30
1,2.9,14.7098181206506,30
1,3,14.5548093311706,30
1,3.1,14.401433992149,30
1,3.2,14.2496748882264,30
1,3.3,14.0995149838808,30
1,3.4,13.9509374250008,30
1,3.5,13.8039255446205,30
1,3.6,13.6584628446607,30
1,3.7,13.5145329998553,30
1,3.8,13.3721198563301,30
1,3.9,13.2312074295955,30
1,4,13.0917799034417,30
1,4.1,12.9538216343174,30
1,4.2,12.8173171406538,30
1,4.3,12.6822511026115,30
1,4.4,12.548608361216,30
1,4.5,12.416373916479,30
1,4.6,12.285532927015,30
1,4.7,12.1560707081751,30
1,4.8,12.0279727355797,30
1,4.9,11.9012246326735,30
1,5,11.7758121740859,30
1,5.1,11.6517212838066,30
1,5.2,11.5289380333805,30
1,5.3,11.4074486454984,30
1,5.4,11.2872394904254,30
1,5.5,11.1682970774804,30
1,5.6,11.050608057681,30
1,5.7,10.9341592221643,30
1,5.8,10.818937500634,30
1,5.9,10.7049299598319,30
1,6,10.5921238020353,30
1,6.1,10.4805063635808,30
1,6.2,10.3700651146986,30
1,6.3,10.2607876656937,30
1,6.4,10.1526617533714,30
1,6.5,10.0456752428442,30
1,6.6,9.93981612760867,30
1,6.7,9.83507252836257,30
1,6.8,9.73143269185384,30
1,6.9,9.62888498976147,30
1,7,9.52741791760845,30
1,7.1,9.42702009370681,30
1,7.2,9.32768024951537,30
1,7.3,9.22938722983622,30
1,7.4,9.13213000316794,30
1,7.5,9.03589765386429,30
1,7.6,8.94067938083169,30
1,7.7,8.84646449624003,30
1,7.8,8.75324242424246,30
1,7.9,8.66100270023788,30
1,8,8.56973497510549,30
1,8.1,8.47942900708646,30
1,8.2,8.39007466149431,30
1,8.3,8.30166191076249,30
1,8.4,8.21418083339984,30
1,8.5,8.12762161296523,30
1,8.6,8.04197453706125,30
1,8.7,7.95722999428951,30
1,8.8,7.87337847114574,30
1,8.9,7.79041055709709,30
1,9,7.70831694083476,30
1,9.1,7.62708840910535,30
1,9.2,7.54671584566348,30
1,9.3,7.46719023023517,30
1,9.4,7.38850263751186,30
1,9.5,7.31064423684041,30
1,9.6,7.23360629058103,30
1,9.7,7.15738015294609,30
1,9.8,7.0819572692804,30
1,9.9,7.00732917511288,30
1,10,6.93348749522016,30
1,10.1,6.86042394270241,30
1,10.2,6.78813031793009,30
1,10.3,6.71659850719942,30
1,10.4,6.6458204826255,30
1,10.5,6.57578830098909,30
1,10.6,6.50649410281065,30
1,10.7,6.4379301114802,30
1,10.8,6.37008863239829,30
1,10.9,6.30296205212764,30
1,11,6.23654283709537,30
1,11.1,6.1708235329419,30
1,11.2,6.10579676415002,30
1,11.3,6.04145523293699,30
1,11.4,5.97779171844243,30
1,11.5,5.91479907592613,30
1,11.6,5.85247023597592,30
1,11.7,5.79079820368237,30
1,11.8,5.72977605753057,30
1,11.9,5.66939694908972,30
1,12,5.60965410216946,30
1,12.1,5.55054081200839,30
1,12.2,5.49205044453044,30
1,12.3,5.43417643561052,30
1,12.4,5.37691229034958,30
1,12.5,5.32025158200725,30
1,12.6,5.26418795116237,30
1,12.7,5.20871510588173,30
1,12.8,5.15382682057806,30
1,12.9,5.0995169353138,30
1,13,5.04577935512348,30
1,13.1,4.99260804934518,30
1,13.2,4.93999705096093,30
1,13.3,4.88794045594608,30
1,13.4,4.83643242262771,30
1,13.5,4.78546717092691,30
1,13.6,4.73503897991259,30
1,13.7,4.68514218959734,30
1,13.8,4.63577120015915,30
1,13.9,4.58692047081681,30
1,14,4.5385845192192,30
1,14.1,4.49075792084254,30
1,14.2,4.44343530839561,30
1,14.3,4.39661137123308,30
1,14.4,4.35028085477681,30
1,14.5,4.30443855994517,30
1,14.6,4.25907934190445,30
1,14.7,4.21419810892259,30
1,14.8,4.16978982400505,30
1,14.9,4.1258495033058,30
1,15,4.08237221553292,30
1,15.1,4.03935308140619,30
1,15.2,3.99678727312198,30
1,15.3,3.95467001382517,30
1,15.4,3.91299657708847,30
1,15.5,3.87176228639882,30
1,15.6,3.83096251458784,30
1,15.7,3.79059268189595,30
1,15.8,3.75064825719609,30
1,15.9,3.71112475760033,30
1,16,3.67201774748703,30
1,16.1,3.63332283801213,30
1,16.2,3.59503568662693,30
1,16.3,3.55715199660225,30
1,16.4,3.51966751655911,30
1,16.5,3.48257804000575,30
1,16.6,3.44587940488116,30
1,16.7,3.40956749262331,30
1,16.8,3.37363822702315,30
1,16.9,3.33808757573404,30
1,17,3.30291154898247,30
1,17.1,3.26810619906516,30
1,17.2,3.23366761991458,30
1,17.3,3.1995919466702,30
1,17.4,3.16587535525553,30
1,17.5,3.13251406196086,30
1,17.6,3.09950432303179,30
1,17.7,3.06684243423608,30
1,17.8,3.03452472937698,30
1,17.9,3.00254758104709,30
1,18,2.97090740050952,30
1,18.1,2.9396006368654,30
1,18.2,2.90862377666257,30
1,18.3,2.87797334350951,30
1,18.4,2.84764589769432,30
1,18.5,2.81763803580894,30
1,18.6,2.78794639037847,30
1,18.7,2.75856762949564,30
1,18.8,2.72949845623753,30
1,18.9,2.70073560718487,30
1,19,2.67227585442123,30
1,19.1,2.64411600395764,30
1,19.2,2.61625289548822,30
1,19.3,2.58868340204087,30
1,19.4,2.56140442963302,30
1,19.5,2.5344129169322,30
1,19.6,2.50770583492154,30
1,19.7,2.48128018657,30
1,19.8,2.45513300649808,30
1,19.9,2.42926135985552,30
1,20,2.40366234272726,30
1,20.1,2.37833308219585,30
1,20.2,2.35327073562722,30
1,20.3,2.32847249035374,30
1,20.4,2.30393556336072,30
1,20.5,2.27965720097626,30
1,20.6,2.25563467856426,30
1,20.7,2.23186530022069,30
1,20.8,2.20834639847284,30
1,20.9,2.18507533398163,30
1,21,2.16204949520832,30
1,21.1,2.13926629785847,30
1,21.2,2.11672318501289,30
1,21.3,2.09441762673887,30
1,21.4,2.07234711975036,30
1,21.5,2.05050918712172,30
1,21.6,2.02890137800347,30
1,21.7,2.00752126734003,30
1,21.8,1.98636645558938,30
1,21.9,1.96543456844449,30
1,22,1.94472325655645,30
1,22.1,1.92423019525924,30
1,22.2,1.90395308468989,30
1,22.3,1.88388964990994,30
1,22.4,1.86403763930581,30
1,22.5,1.84439482495275,30
1,22.6,1.82495900239247,30
1,22.7,1.80572799038175,30
1,22.8,1.7866996306431,30
1,22.9,1.76787178761749,30
1,23,1.74924234821892,30
1,23.1,1.7308092215909,30
1,23.2,1.71257033886473,30
1,23.3,1.69452365292294,30
1,23.4,1.6766671387026,30
1,23.5,1.65899879252545,30
1,23.6,1.64151663152941,30
1,23.7,1.62421869374361,30
1,23.8,1.60710303786676,30
1,23.9,1.59016774304753,30
1,24,1.57341090866712,30
1,24.1,1.55683065412377,30
1,24.2,1.54042511861932,30
1,24.3,1.52419246094771,30
1,24.4,1.50813085928542,30
1,24.5,1.49223851101351,30
1,24.6,1.47651363275927,30
1,24.7,1.46095445981737,30
1,24.8,1.44555924602483,30
1,24.9,1.4303262636175,30
1,25,1.41525380303557,30
1,25.1,1.40034017273096,30
1,25.2,1.38558369897677,30
1,25.3,1.3709827256785,30
1,25.4,1.35653561418722,30
1,25.5,1.3422407431145,30
1,25.6,1.32809650814925,30
1,25.7,1.31410132191773,30
1,25.8,1.30025361385909,30
1,25.9,1.28655182988766,30
1,26,1.27299443228926,30
1,26.1,1.25957989955312,30
1,26.2,1.24630672620081,30
1,26.3,1.23317342261688,30
1,26.4,1.2201785148812,30
1,26.5,1.20732054460296,30
1,26.6,1.19459806875643,30
1,26.7,1.18200965951823,30
1,26.8,1.16955390410642,30
1,26.9,1.15722940466838,30
1,27,1.14503477809039,30
1,27.1,1.13296865580377,30
1,27.2,1.12102968366048,30
1,27.3,1.10921652178063,30
1,27.4,1.09752784440165,30
1,27.5,1.08596233972884,30
1,27.6,1.07451870978748,30
1,27.7,1.06319567027633,30
1,27.8,1.05199195042263,30
1,27.9,1.04090629283848,30
1,28,1.02993745338679,30
1,28.1,1.01908420112342,30
1,28.2,1.00834531803798,30
1,28.3,0.997719598935346,30
1,28.4,0.987205851319602,30
1,28.5,0.976802895259863,30
1,28.6,0.966509563257426,30
1,28.7,0.956324700114266,30
1,28.8,0.946247162802824,30
1,28.9,0.9362758203371,30
1,29,0.926409553645011,30
1,29.1,0.916647255441998,30
1,29.2,0.906987830133011,30
1,29.3,0.897430193732087,30
1,29.4,0.887973273619304,30
1,29.5,0.878616008472202,30
1,29.6,0.869357348150674,30
1,29.7,0.86019625357858,30
1,29.8,0.85113169662651,30
1,29.9,0.842162659995701,30
1,30,0.833288137103088,30
1,30.1,0.824507131967457,30
1,30.2,0.815818659096695,30
1,30.3,0.807221743376121,30
1,30.4,0.798715419957858,30
1,30.5,0.790298734167317,30
1,30.6,0.781970741529576,30
1,30.7,0.773730507449586,30
1,30.8,0.765577107150079,30
1,30.9,0.75750962559803,30
1,31,0.749527157401611,30
1,31.1,0.74162880670816,30
1,31.2,0.733813687103159,30
1,31.3,0.726080921510216,30
1,31.4,0.718429642092013,30
1,31.5,0.710858990152227,30
1,31.6,0.703368116038393,30
1,31.7,0.695956179045699,30
1,31.8,0.688622347322548,30
1,31.9,0.681365797863236,30
1,32,0.674185716333813,30
1,32.1,0.667081296935468,30
1,32.2,0.660051742359854,30
1,32.3,0.653096263699249,30
1,32.4,0.646214080357612,30
1,32.5,0.639404419962513,30
1,32.6,0.632666518277922,30
1,32.7,0.625999619117857,30
1,32.8,0.619402974260852,30
1,32.9,0.612875843365255,30
1,33,0.606417493885332,30
1,33.1,0.600027200988161,30
1,33.2,0.593704247519708,30
1,33.3,0.587447923947537,30
1,33.4,0.581257528145308,30
1,33.5,0.575132365382842,30
1,33.6,0.569071748249948,30
1,33.7,0.563074996578944,30
1,33.8,0.557141437367962,30
1,33.9,0.551270404704998,30
1,34,0.545461239692702,30
1,34.1,0.539713290373912,30
1,34.2,0.53402591165789,30
1,34.3,0.528398465247278,30
1,34.4,0.522830319565742,30
1,34.5,0.517320849702424,30
1,34.6,0.511869437411463,30
1,34.7,0.506475470908879,30
1,34.8,0.501138344845714,30
1,34.9,0.495857460251385,30
1,35,0.490632224466203,30
1,35.1,0.485462051074564,30
1,35.2,0.480346359838793,30
1,35.3,0.475284576633647,30
1,35.4,0.470276133381443,30
