"ID","time","EVID","PRED","DOSE"
1000001,69,0,4.47345787197133,1e+06
1000001,70,0,4.90562162994494,1e+06
1000001,71,0,5.33448334081158,1e+06
1000001,72,0,5.75414889826478,1e+06
1000001,73,0,6.15941580847455,1e+06
1000001,74,0,6.54596318188448,1e+06
1000001,75,0,6.91044830693108,1e+06
1000001,76,0,7.25051874380384,1e+06
1000001,77,0,7.56475712158893,1e+06
1000001,78,0,7.85257927350061,1e+06
1000001,79,0,8.11410560201182,1e+06
1000001,80,0,8.35002253458581,1e+06
1000001,81,0,8.56144674205557,1e+06
1000001,82,0,8.74980064752329,1e+06
1000001,83,0,8.91670399553589,1e+06
1000001,84,0,9.06388350448684,1e+06
1000001,85,0,9.19310059267504,1e+06
1000001,86,0,9.30609584884443,1e+06
1000001,87,0,9.4045482856113,1e+06
1000001,88,0,9.49004707643502,1e+06
1000001,89,0,9.56407348928521,1e+06
1000001,90,0,9.62799088911238,1e+06
1000001,91,0,9.68304091458334,1e+06
1000001,92,0,9.73034424791215,1e+06
1000001,93,0,9.77090464171684,1e+06
1000001,94,0,9.80561513382735,1e+06
1000001,95,0,9.83526565497734,1e+06
1000001,96,0,9.86055135994256,1e+06
1000001,97,0,9.88208123211638,1e+06
1000001,98,0,9.90038662232438,1e+06
1000001,99,0,9.91592946804721,1e+06
1000001,100,0,9.92911006321227,1e+06
1000001,101,0,9.94027427332022,1e+06
1000001,102,0,9.9497201352469,1e+06
1000001,103,0,9.95770385246279,1e+06
1000001,104,0,9.96444518338518,1e+06
1000001,105,0,9.9701322417126,1e+06
1000001,106,0,9.97492575475083,1e+06
1000001,107,0,9.97896281431017,1e+06
1000001,108,0,9.98236016761014,1e+06
1000001,109,0,9.98521708776902,1e+06
1000001,110,0,9.98761787516784,1e+06
1000001,111,0,9.98963402405953,1e+06
1000001,112,0,9.99132609488306,1e+06
1000001,113,0,9.99274533315201,1e+06
1000001,114,0,9.99393505307411,1e+06
1000001,115,0,9.99493183033583,1e+06
1000001,116,0,9.99576652167205,1e+06
1000001,117,0,9.99646513981795,1e+06
1000001,118,0,9.99704958399802,1e+06
1000001,119,0,9.99753829063726,1e+06
1000001,120,0,9.99794676418045,1e+06
1000001,121,0,9.9982880416605,1e+06
1000001,122,0,9.99857305912388,1e+06
1000001,123,0,9.99881099764236,1e+06
1000001,124,0,9.99900956165369,1e+06
1000001,125,0,9.99917520480839,1e+06
1000001,126,0,9.99931333098139,1e+06
1000001,127,0,9.99942849181922,1e+06
1000001,128,0,9.99952446538698,1e+06
1000001,129,0,9.99960442391328,1e+06
1000001,130,0,9.99967102076286,1e+06
1000001,131,0,9.99972646844104,1e+06
1000001,132,0,9.99977262751695,1e+06
1000001,133,0,9.99981103830222,1e+06
1000001,134,0,9.99984299612899,1e+06
1000001,135,0,9.99986957624006,1e+06
1000001,136,0,9.99989167644389,1e+06
1000001,137,0,9.99991005051487,1e+06
1000001,138,0,9.99992532509837,1e+06
1000001,139,0,9.99993801817507,1e+06
1000001,140,0,9.9999485636546,1e+06
1000001,141,0,9.99995732204427,1e+06
1000001,142,0,9.99996459525943,1e+06
1000001,143,0,9.99997063373517,1e+06
1000001,144,0,9.99997564723237,1e+06
1000001,145,0,9.99997980940809,1e+06
1000001,146,0,9.99998326050014,1e+06
1000001,147,0,9.99998612453529,1e+06
1000001,148,0,9.99998849989568,1e+06
1000001,149,0,9.99999046956929,1e+06
1000001,150,0,9.99999210515817,1e+06
1000001,151,0,9.99999346325022,1e+06
1000001,152,0,9.99999458753063,1e+06
1000001,153,0,9.99999551809257,1e+06
1000001,154,0,9.99999628888165,1e+06
1000001,155,0,9.99999692544766,1e+06
1000001,156,0,9.99999745331848,1e+06
1000001,157,0,9.99999789401912,1e+06
1000001,158,0,9.99999825397519,1e+06
1000001,159,0,9.9999985547617,1e+06
1000001,160,0,9.99999880335125,1e+06
1000001,161,0,9.99999900874356,1e+06
1000001,162,0,9.99999917862453,1e+06
1000001,163,0,9.9999993191357,1e+06
1000001,164,0,9.99999943518329,1e+06
1000001,165,0,9.9999995326501,1e+06
1000001,166,0,9.9999996143115,1e+06
1000001,167,0,9.99999968179275,1e+06
1000001,168,0,9.99999974372377,1e+06
1000001,169,0,9.99999978591283,1e+06
1000001,170,0,9.99999982264019,1e+06
1000001,171,0,9.99999985394422,1e+06
1000001,172,0,9.99999988036085,1e+06
1000001,173,0,9.99999990206248,1e+06
1000001,174,0,9.99999991917215,1e+06
1000001,175,0,9.99999993326808,1e+06
1000001,176,0,9.99999994483175,1e+06
1000001,177,0,9.99999995394436,1e+06
1000001,178,0,9.99999996156488,1e+06
1000001,179,0,9.99999996797072,1e+06
1000001,180,0,9.99999997319764,1e+06
1000001,181,0,9.99999997763571,1e+06
1000001,182,0,9.99999998139188,1e+06
1000001,183,0,9.99999998448049,1e+06
1000001,184,0,9.99999998709491,1e+06
1000001,185,0,9.99999998929596,1e+06
1000001,186,0,9.9999999910907,1e+06
1000001,187,0,9.99999999259952,1e+06
1000001,188,0,9.9999999938658,1e+06
1000001,189,0,9.99999999506179,1e+06
1000001,190,0,9.99999999659488,1e+06
1000001,191,0,9.99999999797639,1e+06
1000001,192,0,9.99999999920634,1e+06
1000001,193,0,10.0000000002847,1e+06
1000001,194,0,10.0000000012115,1e+06
1000001,195,0,10.0000000019867,1e+06
1000001,196,0,10.0000000026104,1e+06
1000001,197,0,10.0000000030825,1e+06
1000001,198,0,10.000000003403,1e+06
1000001,199,0,10.000000003572,1e+06
1000001,200,0,10.0000000035893,1e+06
1000001,201,0,10.0000000034551,1e+06
1000001,202,0,10.0000000031694,1e+06
1000001,203,0,10.000000002732,1e+06
1000001,204,0,10.0000000023251,1e+06
1000001,205,0,10.0000000025045,1e+06
1000001,206,0,10.0000000026441,1e+06
1000001,207,0,10.0000000027439,1e+06
1000001,208,0,10.0000000028039,1e+06
1000001,209,0,10.000000002824,1e+06
1000001,210,0,10.0000000028044,1e+06
1000001,211,0,10.0000000027449,1e+06
1000001,212,0,10.0000000026456,1e+06
1000001,213,0,10.0000000025065,1e+06
1000001,214,0,10.0000000023277,1e+06
1000001,215,0,10.000000002109,1e+06
1000001,216,0,10.0000000018504,1e+06
1000001,217,0,10.0000000015521,1e+06
1000001,218,0,10.000000001214,1e+06
1000001,219,0,10.0000000007143,1e+06
1000001,220,0,10.0000000006593,1e+06
1000001,221,0,10.0000000006043,1e+06
1000001,222,0,10.0000000005493,1e+06
1000001,223,0,10.0000000004942,1e+06
1000001,224,0,10.0000000004392,1e+06
1000001,225,0,10.0000000003842,1e+06
1000001,226,0,10.0000000003292,1e+06
1000001,227,0,10.0000000002742,1e+06
1000001,228,0,10.0000000002192,1e+06
1000001,229,0,10.0000000001642,1e+06
1000001,230,0,10.0000000001092,1e+06
1000001,231,0,10.0000000000542,1e+06
1000001,232,0,9.99999999999918,1e+06
1000001,233,0,9.99999999994418,1e+06
1000001,234,0,9.99999999989663,1e+06
1000001,235,0,9.99999999989302,1e+06
1000001,236,0,9.99999999988942,1e+06
1000001,237,0,9.99999999988581,1e+06
1000001,238,0,9.99999999988221,1e+06
1000001,239,0,9.9999999998786,1e+06
1000001,240,0,9.99999999987499,1e+06
1000001,241,0,9.99999999987139,1e+06
1000001,242,0,9.99999999986778,1e+06
1000001,243,0,9.99999999986418,1e+06
1000001,244,0,9.99999999986057,1e+06
1000001,245,0,9.99999999985697,1e+06
1000001,246,0,9.99999999985336,1e+06
1000001,247,0,9.99999999984976,1e+06
1000001,248,0,9.99999999984615,1e+06
1000001,249,0,9.99999999984255,1e+06
1000001,250,0,9.99999999983894,1e+06
1000001,251,0,9.99999999983534,1e+06
1000001,252,0,9.99999999983173,1e+06
1000001,253,0,9.99999999982813,1e+06
1000001,254,0,9.99999999982452,1e+06
1000001,255,0,9.99999999982091,1e+06
1000001,256,0,9.99999999981731,1e+06
1000001,257,0,9.9999999998137,1e+06
1000001,258,0,9.9999999998101,1e+06
1000001,259,0,9.99999999980649,1e+06
1000001,260,0,9.99999999980289,1e+06
1000001,261,0,9.99999999979928,1e+06
1000001,262,0,9.99999999979568,1e+06
1000001,263,0,9.99999999979207,1e+06
1000001,264,0,9.99999999978847,1e+06
1000001,265,0,9.99999999978486,1e+06
1000001,266,0,9.99999999978126,1e+06
1000001,267,0,9.99999999977765,1e+06
1000001,268,0,9.99999999977404,1e+06
1000001,269,0,9.99999999977044,1e+06
1000001,270,0,9.99999999976683,1e+06
1000001,271,0,9.99999999976323,1e+06
1000001,272,0,9.99999999975962,1e+06
1000001,273,0,9.99999999975602,1e+06
1000001,274,0,9.99999999975241,1e+06
1000001,275,0,9.99999999974881,1e+06
1000001,276,0,9.9999999997452,1e+06
1000001,277,0,9.9999999997416,1e+06
1000001,278,0,9.99999999973799,1e+06
1000001,279,0,9.99999999973438,1e+06
1000001,280,0,9.99999999973078,1e+06
1000001,281,0,9.99999999972717,1e+06
1000001,282,0,9.99999999972357,1e+06
1000001,283,0,9.99999999971996,1e+06
1000001,284,0,9.99999999971636,1e+06
1000001,285,0,9.99999999971275,1e+06
1000001,286,0,9.99999999970915,1e+06
1000001,287,0,9.99999999970554,1e+06
1000001,288,0,9.99999999970194,1e+06
1000001,289,0,9.99999999969833,1e+06
1000001,290,0,9.99999999969473,1e+06
1000001,291,0,9.99999999969112,1e+06
1000001,292,0,9.99999999968752,1e+06
1000001,293,0,9.99999999968391,1e+06
1000001,294,0,9.9999999996803,1e+06
1000001,295,0,9.9999999996767,1e+06
1000001,296,0,9.99999999967309,1e+06
1000001,297,0,9.99999999966949,1e+06
1000001,298,0,9.99999999966588,1e+06
1000001,299,0,9.99999999966228,1e+06
1000001,300,0,9.99999999965867,1e+06
1000001,301,0,9.99999999965507,1e+06
1000001,302,0,9.99999999965146,1e+06
1000001,303,0,9.99999999964786,1e+06
1000001,304,0,9.99999999964425,1e+06
1000001,305,0,9.99999999964064,1e+06
1000001,306,0,9.99999999963704,1e+06
1000001,307,0,9.99999999963343,1e+06
1000001,308,0,9.99999999962983,1e+06
1000001,309,0,9.99999999962622,1e+06
1000001,310,0,9.99999999962262,1e+06
1000001,311,0,9.99999999961901,1e+06
1000001,312,0,9.99999999961541,1e+06
1000001,313,0,9.9999999996118,1e+06
1000001,314,0,9.9999999996082,1e+06
1000001,315,0,9.99999999960459,1e+06
1000001,316,0,9.99999999960099,1e+06
1000001,317,0,9.99999999959738,1e+06
1000001,318,0,9.99999999959378,1e+06
1000001,319,0,9.99999999959017,1e+06
1000001,320,0,9.99999999958657,1e+06
1000001,321,0,9.99999999958296,1e+06
1000001,322,0,9.99999999957935,1e+06
1000001,323,0,9.99999999957575,1e+06
1000001,324,0,9.99999999957214,1e+06
1000001,325,0,9.99999999956854,1e+06
1000001,326,0,9.99999999956493,1e+06
1000001,327,0,9.99999999956133,1e+06
1000001,328,0,9.99999999955772,1e+06
1000001,329,0,9.99999999955412,1e+06
1000001,330,0,9.99999999955051,1e+06
1000001,331,0,9.99999999954691,1e+06
1000001,332,0,9.9999999995433,1e+06
1000001,333,0,9.99999999953969,1e+06
1000001,334,0,9.99999999953609,1e+06
1000001,335,0,9.99999999953248,1e+06
1000001,336,0,9.99999999952888,1e+06
1000001,337,0,9.99999999952527,1e+06
1000001,338,0,9.99999999952167,1e+06
1000001,339,0,9.99999999951806,1e+06
1000001,340,0,9.99999999951446,1e+06
1000001,341,0,9.99999999951085,1e+06
1000001,342,0,9.99999999950725,1e+06
1000001,343,0,9.99999999950364,1e+06
1000001,344,0,9.99999999950004,1e+06
1000001,345,0,9.99999999949643,1e+06
1000001,346,0,9.99999999949283,1e+06
1000001,347,0,9.99999999948922,1e+06
1000001,348,0,9.99999999948562,1e+06
1000001,349,0,9.99999999948201,1e+06
1000001,350,0,9.9999999994784,1e+06
1000001,351,0,9.9999999994748,1e+06
1000001,352,0,9.99999999947119,1e+06
1000001,353,0,9.99999999946759,1e+06
1000001,354,0,9.99999999946398,1e+06
1000001,355,0,9.99999999946038,1e+06
1000001,356,0,9.99999999945677,1e+06
1000001,357,0,9.99999999945317,1e+06
1000001,358,0,9.99999999944956,1e+06
1000001,359,0,9.99999999944595,1e+06
1000001,360,0,9.99999999944235,1e+06
1000001,361,0,9.99999999943874,1e+06
1000001,362,0,9.99999999943514,1e+06
1000001,363,0,9.99999999943153,1e+06
1000001,364,0,9.99999999942793,1e+06
1000001,365,0,9.99999999942432,1e+06
1000001,366,0,9.99999999942072,1e+06
1000001,367,0,9.99999999941711,1e+06
1000001,368,0,9.99999999941351,1e+06
1000001,369,0,9.9999999994099,1e+06
1000001,370,0,9.9999999994063,1e+06
1000001,371,0,9.99999999940269,1e+06
1000001,372,0,9.99999999939909,1e+06
1000001,373,0,9.99999999939548,1e+06
1000001,374,0,9.99999999939187,1e+06
1000001,375,0,9.99999999938827,1e+06
1000001,376,0,9.99999999938466,1e+06
1000001,377,0,9.99999999938106,1e+06
1000001,378,0,9.99999999937745,1e+06
1000001,379,0,9.99999999937385,1e+06
1000001,380,0,9.99999999937024,1e+06
1000001,381,0,9.99999999936664,1e+06
1000001,382,0,9.99999999936303,1e+06
1000001,383,0,9.99999999935943,1e+06
1000001,384,0,9.99999999935582,1e+06
1000001,385,0,9.99999999935833,1e+06
1000001,386,0,9.99999999936234,1e+06
1000001,387,0,9.99999999936636,1e+06
1000001,388,0,9.99999999937037,1e+06
1000001,389,0,9.99999999937439,1e+06
1000001,390,0,9.9999999993784,1e+06
1000001,391,0,9.99999999938242,1e+06
1000001,392,0,9.99999999938643,1e+06
1000001,393,0,9.99999999939044,1e+06
1000001,394,0,9.99999999939446,1e+06
1000001,395,0,9.99999999939847,1e+06
1000001,396,0,9.99999999940249,1e+06
1000001,397,0,9.9999999994065,1e+06
1000001,398,0,9.99999999941051,1e+06
1000001,399,0,9.99999999941453,1e+06
1000001,400,0,9.99999999941854,1e+06
1000001,401,0,9.99999999942256,1e+06
1000001,402,0,9.99999999942657,1e+06
1000001,403,0,9.99999999943059,1e+06
1000001,404,0,9.9999999994346,1e+06
1000001,405,0,9.99999999943861,1e+06
1000001,406,0,9.99999999944263,1e+06
1000001,407,0,9.99999999944664,1e+06
1000001,408,0,9.99999999945065,1e+06
1000001,409,0,9.99999999945467,1e+06
1000001,410,0,9.99999999945868,1e+06
1000001,411,0,9.9999999994627,1e+06
1000001,412,0,9.99999999946671,1e+06
1000001,413,0,9.99999999947073,1e+06
1000001,414,0,9.99999999947474,1e+06
1000001,415,0,9.99999999947875,1e+06
1000001,416,0,9.99999999948277,1e+06
1000001,417,0,9.99999999948678,1e+06
1000001,418,0,9.99999999949079,1e+06
1000001,419,0,9.99999999949481,1e+06
1000001,420,0,9.99999999949882,1e+06
1000001,421,0,9.99999999950284,1e+06
1000001,422,0,9.99999999950685,1e+06
1000001,423,0,9.99999999951087,1e+06
1000001,424,0,9.99999999951488,1e+06
1000001,425,0,9.99999999951889,1e+06
1000001,426,0,9.99999999952291,1e+06
1000001,427,0,9.99999999952692,1e+06
1000001,428,0,9.99999999953094,1e+06
1000001,429,0,9.99999999953495,1e+06
1000001,430,0,9.99999999953896,1e+06
1000001,431,0,9.99999999954298,1e+06
1000001,432,0,9.99999999954699,1e+06
1000001,433,0,9.99999999955101,1e+06
1000001,434,0,9.99999999955502,1e+06
1000001,435,0,9.99999999955903,1e+06
1000001,436,0,9.99999999956305,1e+06
1000001,437,0,9.99999999956706,1e+06
1000001,438,0,9.99999999957108,1e+06
1000001,439,0,9.99999999957509,1e+06
1000001,440,0,9.9999999995791,1e+06
1000001,441,0,9.99999999958312,1e+06
1000001,442,0,9.99999999958713,1e+06
1000001,443,0,9.99999999959115,1e+06
1000001,444,0,9.99999999959516,1e+06
1000001,445,0,9.99999999959917,1e+06
1000001,446,0,9.99999999960319,1e+06
1000001,447,0,9.9999999996072,1e+06
1000001,448,0,9.99999999961122,1e+06
1000001,449,0,9.99999999961523,1e+06
1000001,450,0,9.99999999961925,1e+06
1000001,451,0,9.99999999962326,1e+06
1000001,452,0,9.99999999962727,1e+06
1000001,453,0,9.99999999963129,1e+06
1000001,454,0,9.9999999996353,1e+06
1000001,455,0,9.99999999963932,1e+06
1000001,456,0,9.99999999964333,1e+06
1000001,457,0,9.99999999964734,1e+06
1000001,458,0,9.99999999965136,1e+06
1000001,459,0,9.99999999965537,1e+06
1000001,460,0,9.99999999965939,1e+06
1000001,461,0,9.9999999996634,1e+06
1000001,462,0,9.99999999966741,1e+06
1000001,463,0,9.99999999967143,1e+06
1000001,464,0,9.99999999967544,1e+06
1000001,465,0,9.99999999967946,1e+06
1000001,466,0,9.99999999968347,1e+06
1000001,467,0,9.99999999968748,1e+06
1000001,468,0,9.9999999996915,1e+06
1000001,469,0,9.99999999969551,1e+06
1000001,470,0,9.99999999969953,1e+06
1000001,471,0,9.99999999970354,1e+06
1000001,472,0,9.99999999970755,1e+06
1000001,473,0,9.99999999971157,1e+06
1000001,474,0,9.99999999971558,1e+06
1000001,475,0,9.9999999997196,1e+06
1000001,476,0,9.99999999972361,1e+06
1000001,477,0,9.99999999972762,1e+06
1000001,478,0,9.99999999973164,1e+06
1000001,479,0,9.99999999973565,1e+06
1000001,480,0,9.99999999973967,1e+06
1000001,481,0,9.99999999974368,1e+06
1000001,482,0,9.9999999997477,1e+06
1000001,483,0,9.99999999975171,1e+06
1000001,484,0,9.99999999975572,1e+06
1000001,485,0,9.99999999975974,1e+06
1000001,486,0,9.99999999976375,1e+06
1000001,487,0,9.99999999976776,1e+06
1000001,488,0,9.99999999977178,1e+06
1000001,489,0,9.99999999977579,1e+06
1000001,490,0,9.99999999977981,1e+06
1000001,491,0,9.99999999978382,1e+06
1000001,492,0,9.99999999978784,1e+06
1000001,493,0,9.99999999979185,1e+06
1000001,494,0,9.99999999979586,1e+06
1000001,495,0,9.99999999979988,1e+06
1000001,496,0,9.99999999980389,1e+06
1000001,497,0,9.9999999998079,1e+06
1000001,498,0,9.99999999981192,1e+06
1000001,499,0,9.99999999981593,1e+06
1000001,500,0,9.99999999981995,1e+06
1000001,501,0,9.99999999982396,1e+06
1000001,502,0,9.99999999982798,1e+06
1000001,503,0,9.99999999983199,1e+06
1000001,504,0,9.999999999836,1e+06
1000001,505,0,9.99999999984002,1e+06
1000001,506,0,9.99999999984403,1e+06
1000001,507,0,9.99999999984805,1e+06
1000001,508,0,9.99999999985206,1e+06
1000001,509,0,9.99999999985607,1e+06
1000001,510,0,9.99999999986009,1e+06
1000001,511,0,9.9999999998641,1e+06
1000001,512,0,9.99999999986812,1e+06
1000001,513,0,9.99999999987213,1e+06
1000001,514,0,9.99999999987615,1e+06
1000001,515,0,9.99999999988016,1e+06
1000001,516,0,9.99999999988417,1e+06
1000001,517,0,9.99999999988819,1e+06
1000001,518,0,9.9999999998922,1e+06
1000001,519,0,9.99999999989621,1e+06
1000001,520,0,9.99999999990023,1e+06
1000001,521,0,9.99999999990424,1e+06
1000001,522,0,9.99999999990826,1e+06
1000001,523,0,9.99999999991227,1e+06
1000001,524,0,9.99999999991629,1e+06
1000001,525,0,9.9999999999203,1e+06
1000001,526,0,9.99999999992431,1e+06
1000001,527,0,9.99999999992833,1e+06
1000001,528,0,9.99999999993234,1e+06
1000001,529,0,9.99999999993635,1e+06
1000001,530,0,9.99999999994037,1e+06
1000001,531,0,9.99999999994438,1e+06
1000001,532,0,9.9999999999484,1e+06
1000001,533,0,9.99999999995241,1e+06
1000001,534,0,9.99999999995643,1e+06
1000001,535,0,9.9999999999586,1e+06
1000001,536,0,9.99999999995863,1e+06
1000001,537,0,9.99999999995865,1e+06
1000001,538,0,9.99999999995867,1e+06
1000001,539,0,9.99999999995869,1e+06
1000001,540,0,9.99999999995872,1e+06
1000001,541,0,9.99999999995874,1e+06
1000001,542,0,9.99999999995876,1e+06
1000001,543,0,9.99999999995878,1e+06
1000001,544,0,9.99999999995881,1e+06
1000001,545,0,9.99999999995883,1e+06
1000001,546,0,9.99999999995885,1e+06
1000001,547,0,9.99999999995888,1e+06
1000001,548,0,9.9999999999589,1e+06
1000001,549,0,9.99999999995892,1e+06
1000001,550,0,9.99999999995894,1e+06
1000001,551,0,9.99999999995897,1e+06
1000001,552,0,9.99999999995899,1e+06
1000001,553,0,9.99999999995901,1e+06
1000001,554,0,9.99999999995904,1e+06
1000001,555,0,9.99999999995906,1e+06
1000001,556,0,9.99999999995908,1e+06
1000001,557,0,9.9999999999591,1e+06
1000001,558,0,9.99999999995913,1e+06
1000001,559,0,9.99999999995915,1e+06
1000001,560,0,9.99999999995917,1e+06
1000001,561,0,9.9999999999592,1e+06
1000001,562,0,9.99999999995922,1e+06
1000001,563,0,9.99999999995924,1e+06
1000001,564,0,9.99999999995926,1e+06
1000001,565,0,9.99999999995929,1e+06
1000001,566,0,9.99999999995931,1e+06
1000001,567,0,9.99999999995933,1e+06
1000001,568,0,9.99999999995936,1e+06
1000001,569,0,9.99999999995938,1e+06
1000001,570,0,9.9999999999594,1e+06
1000001,571,0,9.99999999995942,1e+06
1000001,572,0,9.99999999995945,1e+06
1000001,573,0,9.99999999995947,1e+06
1000001,574,0,9.99999999995949,1e+06
1000001,575,0,9.99999999995951,1e+06
1000001,576,0,9.99999999995954,1e+06
1000001,577,0,9.99999999995956,1e+06
1000001,578,0,9.99999999995958,1e+06
1000001,579,0,9.9999999999596,1e+06
1000001,580,0,9.99999999995963,1e+06
1000001,581,0,9.99999999995965,1e+06
1000001,582,0,9.99999999995967,1e+06
1000001,583,0,9.9999999999597,1e+06
1000001,584,0,9.99999999995972,1e+06
1000001,585,0,9.99999999995974,1e+06
1000001,586,0,9.99999999995976,1e+06
1000001,587,0,9.99999999995979,1e+06
1000001,588,0,9.99999999995981,1e+06
1000001,589,0,9.99999999995983,1e+06
1000001,590,0,9.99999999995985,1e+06
1000001,591,0,9.99999999995988,1e+06
1000001,592,0,9.9999999999599,1e+06
1000001,593,0,9.99999999995992,1e+06
1000001,594,0,9.99999999995995,1e+06
1000001,595,0,9.99999999995997,1e+06
1000001,596,0,9.99999999995999,1e+06
1000001,597,0,9.99999999996001,1e+06
1000001,598,0,9.99999999996004,1e+06
1000001,599,0,9.99999999996006,1e+06
1000001,600,0,9.99999999996008,1e+06
1000001,601,0,9.9999999999601,1e+06
1000001,602,0,9.99999999996013,1e+06
1000001,603,0,9.99999999996015,1e+06
1000001,604,0,9.99999999996017,1e+06
1000001,605,0,9.9999999999602,1e+06
1000001,606,0,9.99999999996022,1e+06
1000001,607,0,9.99999999996024,1e+06
1000001,608,0,9.99999999996026,1e+06
1000001,609,0,9.99999999996029,1e+06
1000001,610,0,9.99999999996031,1e+06
1000001,611,0,9.99999999996033,1e+06
1000001,612,0,9.99999999996036,1e+06
1000001,613,0,9.99999999996038,1e+06
1000001,614,0,9.9999999999604,1e+06
1000001,615,0,9.99999999996042,1e+06
1000001,616,0,9.99999999996045,1e+06
1000001,617,0,9.99999999996047,1e+06
1000001,618,0,9.99999999996049,1e+06
1000001,619,0,9.99999999996052,1e+06
1000001,620,0,9.99999999996054,1e+06
1000001,621,0,9.99999999996056,1e+06
1000001,622,0,9.99999999996058,1e+06
1000001,623,0,9.99999999996061,1e+06
1000001,624,0,9.99999999996063,1e+06
1000001,625,0,9.99999999996065,1e+06
1000001,626,0,9.99999999996068,1e+06
1000001,627,0,9.9999999999607,1e+06
1000001,628,0,9.99999999996072,1e+06
1000001,629,0,9.99999999996074,1e+06
1000001,630,0,9.99999999996077,1e+06
1000001,631,0,9.99999999996079,1e+06
1000001,632,0,9.99999999996081,1e+06
1000001,633,0,9.99999999996083,1e+06
1000001,634,0,9.99999999996086,1e+06
1000001,635,0,9.99999999996088,1e+06
1000001,636,0,9.9999999999609,1e+06
1000001,637,0,9.99999999996093,1e+06
1000001,638,0,9.99999999996095,1e+06
1000001,639,0,9.99999999996097,1e+06
1000001,640,0,9.99999999996099,1e+06
1000001,641,0,9.99999999996102,1e+06
1000001,642,0,9.99999999996104,1e+06
1000001,643,0,9.99999999996106,1e+06
1000001,644,0,9.99999999996108,1e+06
1000001,645,0,9.99999999996111,1e+06
1000001,646,0,9.99999999996113,1e+06
1000001,647,0,9.99999999996115,1e+06
1000001,648,0,9.99999999996117,1e+06
1000001,649,0,9.9999999999612,1e+06
1000001,650,0,9.99999999996122,1e+06
1000001,651,0,9.99999999996124,1e+06
1000001,652,0,9.99999999996127,1e+06
1000001,653,0,9.99999999996129,1e+06
1000001,654,0,9.99999999996131,1e+06
1000001,655,0,9.99999999996133,1e+06
1000001,656,0,9.99999999996136,1e+06
1000001,657,0,9.99999999996138,1e+06
1000001,658,0,9.9999999999614,1e+06
1000001,659,0,9.99999999996142,1e+06
1000001,660,0,9.99999999996145,1e+06
1000001,661,0,9.99999999996147,1e+06
1000001,662,0,9.99999999996149,1e+06
1000001,663,0,9.99999999996152,1e+06
